transaction_id,user_id,provider,transaction_type,amount,currency,status,failure_reason,channel,country,device_id,ip_address,created_at
TRX002875,U4847,PayPal,deposit,13406.89,KES,success,,android,UG,DEV42710,192.168.14.82,15/01/2025 19:06:00
TRX002876,U2079,AirtelMoney,withdrawal,13673.68,KES,failed,insufficient_funds,ios,KE,DEV14793,192.168.23.175,01/03/2025 11:45:00
TRX002877,U1026,MPesa,deposit,7807.15,EUR,success,,ios,TZ,DEV21662,192.168.190.12,06/01/2025 23:45:00
TRX002878,U3249,Skrill,deposit,6710.2,EUR,success,,ios,KE,DEV18145,192.168.126.134,11/02/2025 09:59:00
TRX002879,U2621,MPesa,deposit,5354.71,EUR,success,,ios,KE,DEV55010,192.168.215.244,12/01/2025 15:46:00
TRX002880,U1653,AirtelMoney,deposit,7548.15,USD,success,,android,KE,DEV93398,192.168.53.190,17/02/2025 15:10:00
TRX002881,U4480,MPesa,deposit,4924.99,KES,success,,ios,UG,DEV46995,192.168.206.203,16/02/2025 21:49:00
TRX002882,U3801,MPesa,deposit,5111.56,USD,success,,web,NG,DEV59127,192.168.125.212,21/01/2025 19:46:00
TRX002883,U3803,Skrill,deposit,2195.33,USD,failed,provider_error,android,KE,DEV95247,192.168.177.41,06/02/2025 06:50:00
TRX002884,U3648,AirtelMoney,deposit,4247.5,KES,failed,timeout,android,KE,DEV38487,192.168.88.143,20/01/2025 03:09:00
TRX002885,U3091,MPesa,deposit,9024.34,KES,success,,web,KE,DEV71072,192.168.58.111,26/01/2025 13:09:00
TRX002886,U3523,MPesa,withdrawal,12742.2,EUR,success,,web,KE,DEV22034,192.168.154.231,27/02/2025 17:49:00
TRX002887,U3030,Card,deposit,4085.96,KES,success,,web,KE,DEV21290,192.168.67.171,02/01/2025 13:20:00
TRX002888,U3337,MPesa,deposit,7048.93,KES,success,,ios,KE,DEV88818,192.168.8.208,12/01/2025 11:34:00
TRX002889,U4892,MPesa,deposit,2687.29,USD,success,,ios,KE,DEV70953,192.168.238.3,23/01/2025 17:09:00
TRX002890,U2406,AirtelMoney,deposit,999.55,KES,success,,ios,UG,DEV88627,192.168.50.99,15/02/2025 16:49:00
TRX002891,U3085,Card,deposit,7291.04,USD,success,,web,TZ,DEV96084,192.168.235.45,19/02/2025 23:44:00
TRX002892,U2645,AirtelMoney,withdrawal,1700.89,KES,success,,android,KE,DEV87509,192.168.165.80,11/01/2025 23:56:00
TRX002893,U2761,Card,deposit,5397.05,USD,success,,web,KE,DEV53460,192.168.33.67,03/02/2025 20:13:00
TRX002894,U1492,AirtelMoney,deposit,6674.83,EUR,success,,web,UG,DEV27906,192.168.174.149,11/02/2025 10:21:00
TRX002895,U2786,Card,deposit,12803.7,KES,success,,ios,KE,DEV82446,192.168.73.4,13/01/2025 22:38:00
TRX002896,U1224,AirtelMoney,deposit,8567.44,KES,success,,web,KE,DEV12653,192.168.187.132,05/01/2025 15:59:00
TRX002897,U2606,MPesa,deposit,3078.39,USD,success,,ios,KE,DEV83620,192.168.109.196,10/02/2025 00:13:00
TRX002898,U1566,PayPal,deposit,11613.09,KES,success,,ios,KE,DEV30763,192.168.114.123,13/02/2025 15:09:00
TRX002899,U1879,PayPal,deposit,11722.61,KES,failed,insufficient_funds,web,KE,DEV10240,192.168.78.190,01/02/2025 06:33:00
TRX002900,U4989,AirtelMoney,deposit,956.43,EUR,success,,web,KE,DEV36835,192.168.178.211,08/01/2025 05:26:00
TRX002901,U3755,MPesa,withdrawal,5766.54,KES,success,,web,KE,DEV25232,192.168.20.83,22/02/2025 00:04:00
TRX002902,U3914,AirtelMoney,deposit,9097.15,KES,success,,web,UG,DEV32697,192.168.2.239,25/01/2025 12:54:00
TRX002903,U3369,AirtelMoney,deposit,12558.03,KES,success,,web,UG,DEV41059,192.168.104.182,22/01/2025 10:06:00
TRX002904,U1939,Skrill,withdrawal,1271.93,KES,success,,android,UG,DEV32518,192.168.19.143,02/01/2025 07:11:00
TRX002905,U3510,MPesa,withdrawal,9045.43,KES,success,,android,KE,DEV96227,192.168.147.85,06/01/2025 18:29:00
TRX002906,U4065,AirtelMoney,deposit,10689.6,USD,success,,web,KE,DEV44893,192.168.255.109,09/02/2025 14:43:00
TRX002907,U4851,Card,deposit,14916.48,USD,success,,android,KE,DEV23608,192.168.150.239,09/01/2025 20:58:00
TRX002908,U4134,Skrill,deposit,7454.16,KES,failed,provider_error,ios,NG,DEV40693,192.168.130.74,14/02/2025 02:27:00
TRX002909,U1838,Card,withdrawal,13689.7,KES,success,,web,KE,DEV71434,192.168.22.37,30/01/2025 07:20:00
TRX002910,U2705,Card,deposit,2683.43,KES,success,,web,KE,DEV89248,192.168.148.55,11/02/2025 00:36:00
TRX002911,U1670,PayPal,deposit,4337.86,KES,success,,web,KE,DEV77865,192.168.145.240,28/01/2025 19:33:00
TRX002912,U3806,MPesa,deposit,57.36,USD,success,,android,KE,DEV19787,192.168.23.176,14/02/2025 17:05:00
TRX002913,U4120,MPesa,deposit,3692.67,KES,failed,fraud_suspected,android,KE,DEV60310,192.168.64.138,06/02/2025 14:59:00
TRX002914,U1486,MPesa,deposit,8122.23,USD,success,,android,NG,DEV10414,192.168.162.57,02/01/2025 02:52:00
TRX002915,U1366,AirtelMoney,deposit,4717.48,USD,success,,web,KE,DEV10220,192.168.21.108,10/02/2025 00:26:00
TRX002916,U3656,Card,deposit,11744.91,USD,failed,insufficient_funds,android,TZ,DEV86871,192.168.200.177,27/02/2025 19:38:00
TRX002917,U4750,AirtelMoney,deposit,7678.34,USD,success,,web,UG,DEV10037,192.168.12.72,17/02/2025 20:33:00
TRX002918,U3428,Card,deposit,2892.31,USD,success,,web,UG,DEV83396,192.168.188.213,06/02/2025 17:26:00
TRX002919,U3946,Skrill,deposit,6129.28,KES,success,,ios,KE,DEV94716,192.168.202.35,25/01/2025 15:04:00
TRX002920,U3821,Card,deposit,2939.24,KES,failed,insufficient_funds,web,UG,DEV75765,192.168.183.100,18/02/2025 15:00:00
TRX002921,U1155,AirtelMoney,deposit,13577.61,USD,success,,web,KE,DEV48687,192.168.105.136,10/02/2025 17:11:00
TRX002922,U2937,AirtelMoney,deposit,7080.23,KES,failed,provider_error,web,KE,DEV61210,192.168.239.204,21/01/2025 11:49:00
TRX002923,U3013,MPesa,withdrawal,5691.31,EUR,failed,fraud_suspected,ios,UG,DEV27201,192.168.125.223,27/02/2025 13:10:00
TRX002924,U4149,Card,deposit,2019.87,KES,success,,ios,KE,DEV59516,192.168.239.87,29/01/2025 05:46:00
TRX002925,U4488,MPesa,withdrawal,5267.55,KES,success,,web,KE,DEV50778,192.168.88.246,14/01/2025 15:28:00
TRX002926,U4285,MPesa,withdrawal,157.57,USD,success,,android,NG,DEV65620,192.168.162.236,14/02/2025 04:25:00
TRX002927,U3228,Card,deposit,12167.71,KES,success,,android,KE,DEV81854,192.168.105.246,02/02/2025 20:15:00
TRX002928,U3373,AirtelMoney,deposit,3246.7,KES,success,,ios,UG,DEV32028,192.168.17.79,08/02/2025 01:18:00
TRX002929,U4125,Card,withdrawal,5654.63,KES,success,,android,NG,DEV97293,192.168.166.45,04/02/2025 18:41:00
TRX002930,U3648,MPesa,deposit,5510.1,KES,success,,android,KE,DEV50210,192.168.45.144,28/01/2025 19:26:00
TRX002931,U2697,AirtelMoney,deposit,8157.73,KES,success,,android,NG,DEV61087,192.168.165.101,14/01/2025 20:52:00
TRX002932,U1660,AirtelMoney,deposit,4987.38,EUR,success,,ios,TZ,DEV39951,192.168.239.15,01/01/2025 14:06:00
TRX002933,U3416,MPesa,deposit,9951.45,EUR,success,,android,TZ,DEV16183,192.168.41.56,19/01/2025 13:57:00
TRX002934,U4312,Skrill,deposit,11354.22,EUR,success,,ios,KE,DEV70850,192.168.187.105,21/01/2025 18:18:00
TRX002935,U2531,AirtelMoney,deposit,3834.68,KES,failed,insufficient_funds,ios,KE,DEV72951,192.168.150.225,16/01/2025 23:00:00
TRX002936,U1617,AirtelMoney,deposit,25.48,USD,success,,ios,KE,DEV77155,192.168.83.188,03/02/2025 00:59:00
TRX002937,U3933,Card,deposit,6708.79,KES,success,,android,KE,DEV89543,192.168.123.67,14/01/2025 21:50:00
TRX002938,U2480,MPesa,withdrawal,14061.04,KES,success,,android,KE,DEV92252,192.168.207.234,15/02/2025 22:38:00
TRX002939,U2834,MPesa,deposit,232.42,USD,success,,android,NG,DEV67358,192.168.232.12,17/02/2025 21:21:00
TRX002940,U3448,AirtelMoney,withdrawal,10273.93,KES,failed,insufficient_funds,android,TZ,DEV43357,192.168.177.138,17/02/2025 05:33:00
TRX002941,U4719,Card,deposit,7589.95,KES,success,,android,TZ,DEV19425,192.168.254.21,21/02/2025 20:56:00
TRX002942,U1137,AirtelMoney,withdrawal,1309.25,KES,success,,ios,KE,DEV43540,192.168.249.240,15/02/2025 19:24:00
TRX002943,U4432,PayPal,deposit,9575.94,KES,failed,provider_error,web,KE,DEV99611,192.168.115.245,15/02/2025 04:46:00
TRX002944,U1410,MPesa,deposit,7917.94,KES,failed,provider_error,android,TZ,DEV93891,192.168.96.255,25/02/2025 08:34:00
TRX002945,U3146,MPesa,withdrawal,11320.18,USD,success,,web,NG,DEV16701,192.168.249.83,19/01/2025 08:57:00
TRX002946,U3111,PayPal,withdrawal,799.31,USD,success,,android,KE,DEV91371,192.168.228.184,03/02/2025 11:17:00
TRX002947,U3198,Skrill,withdrawal,5519.78,USD,success,,android,NG,DEV93809,192.168.17.11,25/01/2025 06:53:00
TRX002948,U4749,MPesa,withdrawal,8076.47,KES,success,,ios,NG,DEV72214,192.168.127.27,10/01/2025 16:10:00
TRX002949,U3278,AirtelMoney,deposit,8382,KES,success,,web,KE,DEV84886,192.168.60.173,26/02/2025 13:07:00
TRX002950,U4162,MPesa,deposit,7020.15,KES,success,,ios,KE,DEV40436,192.168.255.81,21/01/2025 00:11:00
TRX002951,U3682,Card,withdrawal,4542.57,EUR,success,,web,NG,DEV42951,192.168.215.117,21/02/2025 05:36:00
TRX002952,U1000,AirtelMoney,withdrawal,14855.67,USD,failed,provider_error,android,TZ,DEV83110,192.168.73.189,20/02/2025 14:23:00
TRX002953,U4461,AirtelMoney,deposit,9799.49,KES,success,,ios,NG,DEV24201,192.168.24.244,10/02/2025 03:29:00
TRX002954,U4816,Skrill,deposit,2037.57,KES,failed,fraud_suspected,web,KE,DEV37302,192.168.53.133,23/02/2025 09:48:00
TRX002955,U1609,Skrill,deposit,13780.5,KES,success,,android,KE,DEV41780,192.168.225.64,09/02/2025 02:53:00
TRX002956,U1399,MPesa,withdrawal,6705.38,KES,success,,ios,KE,DEV55742,192.168.24.98,19/02/2025 19:01:00
TRX002957,U2107,PayPal,deposit,13076.73,KES,success,,android,NG,DEV22894,192.168.152.109,29/01/2025 23:03:00
TRX002958,U3812,MPesa,deposit,4878.19,EUR,success,,web,TZ,DEV99119,192.168.106.112,02/01/2025 15:34:00
TRX002959,U4426,Card,deposit,11425.6,KES,success,,ios,KE,DEV72876,192.168.38.18,12/02/2025 16:01:00
TRX002960,U1267,PayPal,withdrawal,6015.94,USD,success,,android,KE,DEV99351,192.168.60.205,13/01/2025 19:32:00
TRX002961,U4186,MPesa,withdrawal,12213.61,KES,success,,web,NG,DEV92572,192.168.79.128,09/01/2025 21:09:00
TRX002962,U3694,AirtelMoney,withdrawal,10670.05,EUR,success,,ios,UG,DEV39626,192.168.172.181,25/01/2025 02:09:00
TRX002963,U1630,MPesa,deposit,10647.51,EUR,success,,android,KE,DEV19537,192.168.150.221,20/01/2025 14:26:00
TRX002964,U3717,Card,deposit,10797.29,KES,success,,web,TZ,DEV50523,192.168.41.99,12/02/2025 15:59:00
TRX002965,U3764,MPesa,deposit,13829.31,EUR,success,,android,KE,DEV85332,192.168.221.28,05/02/2025 17:08:00
TRX002966,U2932,Card,deposit,8765,USD,success,,android,KE,DEV76194,192.168.100.207,14/01/2025 11:51:00
TRX002967,U4606,MPesa,deposit,1134.42,USD,success,,ios,UG,DEV23140,192.168.153.132,25/01/2025 08:35:00
TRX002968,U2203,Card,withdrawal,4080.32,EUR,success,,web,KE,DEV26675,192.168.64.167,07/02/2025 16:50:00
TRX002969,U4798,Skrill,deposit,11924.43,USD,failed,fraud_suspected,web,NG,DEV83765,192.168.177.225,19/01/2025 22:43:00
TRX002970,U2028,MPesa,deposit,4234.99,KES,success,,ios,KE,DEV29697,192.168.17.210,31/01/2025 07:52:00
TRX002971,U2990,Skrill,withdrawal,6827.12,USD,failed,timeout,android,TZ,DEV89195,192.168.233.186,13/02/2025 22:18:00
TRX002972,U1264,Skrill,deposit,4413.98,KES,success,,web,TZ,DEV24105,192.168.226.188,08/02/2025 22:34:00
TRX002973,U2314,Skrill,deposit,12083.88,KES,success,,ios,TZ,DEV17129,192.168.116.217,09/02/2025 01:44:00
TRX002974,U1880,AirtelMoney,deposit,10039.62,KES,success,,android,KE,DEV55660,192.168.161.123,09/01/2025 09:50:00
TRX002975,U1586,AirtelMoney,withdrawal,2268.72,USD,success,,web,KE,DEV32656,192.168.10.67,04/01/2025 16:23:00
TRX002976,U4633,AirtelMoney,deposit,11835.43,KES,success,,web,NG,DEV95574,192.168.175.43,10/02/2025 12:02:00
TRX002977,U3517,MPesa,withdrawal,2352.48,USD,success,,web,UG,DEV70689,192.168.250.136,16/02/2025 17:10:00
TRX002978,U1443,MPesa,deposit,9402.82,USD,success,,web,TZ,DEV71775,192.168.227.56,02/02/2025 11:40:00
TRX002979,U1420,AirtelMoney,deposit,3345.26,USD,success,,ios,KE,DEV39924,192.168.228.27,09/02/2025 05:35:00
TRX002980,U3453,Card,deposit,4638.86,USD,success,,web,KE,DEV37810,192.168.247.235,23/02/2025 11:15:00
TRX002981,U2634,AirtelMoney,deposit,3059.53,USD,success,,web,UG,DEV31692,192.168.213.87,14/01/2025 13:52:00
TRX002982,U4216,Skrill,deposit,13043.54,USD,failed,insufficient_funds,ios,TZ,DEV22575,192.168.4.13,28/01/2025 14:27:00
TRX002983,U4863,Skrill,deposit,1847.41,USD,success,,android,TZ,DEV26996,192.168.97.226,23/01/2025 04:11:00
TRX002984,U2893,Skrill,deposit,3436.09,KES,success,,web,TZ,DEV88366,192.168.61.64,19/02/2025 19:24:00
TRX002985,U3666,Card,withdrawal,6065.02,EUR,success,,web,UG,DEV72486,192.168.133.105,27/02/2025 20:46:00
TRX002986,U2788,PayPal,deposit,2098.49,USD,success,,ios,NG,DEV62137,192.168.206.170,17/02/2025 19:06:00
TRX002987,U1079,MPesa,deposit,9419.83,USD,failed,provider_error,web,TZ,DEV63819,192.168.28.22,19/02/2025 11:47:00
TRX002988,U2244,Skrill,deposit,13050.99,KES,success,,android,NG,DEV21271,192.168.251.154,06/01/2025 00:47:00
TRX002989,U3517,AirtelMoney,deposit,13674.04,KES,success,,ios,KE,DEV42249,192.168.215.246,13/01/2025 11:53:00
TRX002990,U3846,Card,deposit,881.9,KES,success,,android,KE,DEV21713,192.168.2.119,14/02/2025 10:28:00
TRX002991,U1144,AirtelMoney,deposit,2431.62,KES,success,,ios,KE,DEV12538,192.168.185.148,19/02/2025 05:13:00
TRX002992,U3675,MPesa,deposit,2264.06,KES,success,,ios,KE,DEV29323,192.168.20.150,10/02/2025 00:08:00
TRX002993,U3917,MPesa,deposit,7716.14,USD,success,,ios,UG,DEV15612,192.168.17.132,06/02/2025 00:42:00
TRX002994,U4921,MPesa,deposit,11077.68,EUR,success,,web,KE,DEV79849,192.168.213.225,02/02/2025 15:23:00
TRX002995,U2869,MPesa,deposit,14582.89,USD,success,,web,KE,DEV31755,192.168.12.216,01/03/2025 22:58:00
TRX002996,U2353,MPesa,withdrawal,8624.58,USD,success,,android,KE,DEV65608,192.168.181.67,02/02/2025 13:56:00
TRX002997,U4028,MPesa,withdrawal,10546.91,EUR,failed,provider_error,web,KE,DEV75820,192.168.162.21,06/01/2025 18:06:00
TRX002998,U1036,MPesa,withdrawal,2681.19,KES,success,,android,NG,DEV67881,192.168.223.117,10/02/2025 13:33:00
TRX002999,U4592,AirtelMoney,deposit,5754.61,KES,success,,android,KE,DEV20183,192.168.232.120,23/01/2025 23:19:00
TRX003000,U3522,MPesa,withdrawal,2293.77,KES,success,,android,TZ,DEV99287,192.168.46.138,28/01/2025 13:18:00
TRX003001,U1654,AirtelMoney,deposit,13284.93,USD,success,,android,NG,DEV88518,192.168.213.15,18/02/2025 00:12:00
TRX003002,U3809,Skrill,withdrawal,9553.45,KES,success,,ios,TZ,DEV52024,192.168.14.242,07/01/2025 13:24:00
TRX003003,U4100,Skrill,withdrawal,11146.1,USD,success,,ios,KE,DEV78684,192.168.109.7,20/02/2025 15:41:00
TRX003004,U2838,MPesa,deposit,9961.48,KES,success,,web,KE,DEV14648,192.168.10.123,10/01/2025 15:42:00
TRX003005,U3645,MPesa,deposit,6213.76,USD,success,,ios,KE,DEV74156,192.168.244.146,01/01/2025 03:30:00
TRX003006,U1614,AirtelMoney,deposit,14001.96,KES,success,,web,KE,DEV89857,192.168.112.253,03/02/2025 13:17:00
TRX003007,U3460,AirtelMoney,withdrawal,6800.26,KES,success,,ios,KE,DEV30756,192.168.231.92,21/02/2025 11:55:00
TRX003008,U2353,MPesa,deposit,2492.75,USD,success,,web,KE,DEV31022,192.168.142.18,11/01/2025 11:12:00
TRX003009,U4351,PayPal,deposit,12298.57,KES,success,,android,KE,DEV21049,192.168.9.211,25/02/2025 14:16:00
TRX003010,U4071,Card,deposit,11661.51,KES,success,,ios,TZ,DEV73724,192.168.79.87,09/01/2025 13:55:00
TRX003011,U3584,AirtelMoney,deposit,2694,EUR,success,,web,NG,DEV40496,192.168.137.173,08/02/2025 03:59:00
TRX003012,U4687,MPesa,deposit,14865.05,KES,success,,ios,UG,DEV59837,192.168.97.132,28/01/2025 16:30:00
TRX003013,U4423,AirtelMoney,deposit,9435.1,USD,failed,insufficient_funds,android,KE,DEV35957,192.168.125.243,14/02/2025 07:48:00
TRX003014,U3507,AirtelMoney,withdrawal,7479.86,KES,failed,timeout,web,KE,DEV12855,192.168.1.242,17/02/2025 15:29:00
TRX003015,U3677,Skrill,deposit,38.78,KES,success,,ios,KE,DEV49860,192.168.103.168,30/01/2025 05:37:00
TRX003016,U1718,Card,deposit,11648.7,USD,success,,web,TZ,DEV91915,192.168.161.186,16/02/2025 14:18:00
TRX003017,U3921,MPesa,deposit,2487.74,KES,success,,android,NG,DEV32756,192.168.8.183,25/02/2025 13:03:00
TRX003018,U2900,Card,deposit,4214.04,KES,success,,web,KE,DEV66586,192.168.168.55,11/02/2025 20:21:00
TRX003019,U4890,MPesa,withdrawal,1584.04,USD,success,,web,NG,DEV10135,192.168.45.201,16/02/2025 17:45:00
TRX003020,U4032,Skrill,deposit,7305.21,USD,success,,android,UG,DEV35745,192.168.196.134,12/02/2025 09:26:00
TRX003021,U1680,AirtelMoney,withdrawal,14406.41,KES,success,,ios,NG,DEV66709,192.168.158.89,14/02/2025 06:58:00
TRX003022,U4741,PayPal,deposit,5916.15,KES,success,,android,TZ,DEV90592,192.168.10.130,02/01/2025 05:52:00
TRX003023,U2208,MPesa,deposit,13646.71,KES,success,,android,KE,DEV91519,192.168.82.166,21/01/2025 22:59:00
TRX003024,U3893,MPesa,deposit,11886.32,KES,success,,web,KE,DEV75715,192.168.214.201,17/02/2025 04:51:00
TRX003025,U2501,MPesa,withdrawal,593.73,KES,success,,ios,KE,DEV20165,192.168.75.1,04/01/2025 19:52:00
TRX003026,U2111,Card,deposit,8477.58,KES,success,,web,KE,DEV67899,192.168.129.121,18/02/2025 02:07:00
TRX003027,U2720,MPesa,deposit,9392.71,KES,failed,timeout,android,KE,DEV32368,192.168.185.126,28/01/2025 08:40:00
TRX003028,U4735,Card,deposit,4420.38,KES,success,,ios,KE,DEV46487,192.168.145.231,01/03/2025 23:13:00
TRX003029,U1927,Card,deposit,3175.14,USD,success,,android,TZ,DEV24325,192.168.15.4,04/01/2025 03:04:00
TRX003030,U1309,MPesa,deposit,8481.56,KES,success,,web,UG,DEV84571,192.168.129.69,10/02/2025 02:37:00
TRX003031,U1863,MPesa,deposit,11153.76,KES,success,,ios,UG,DEV31795,192.168.132.20,03/01/2025 04:26:00
TRX003032,U1764,Card,withdrawal,220.44,USD,success,,android,NG,DEV48421,192.168.90.209,19/02/2025 10:18:00
TRX003033,U3105,AirtelMoney,withdrawal,4372.69,EUR,success,,ios,UG,DEV61136,192.168.12.77,21/01/2025 00:02:00
TRX003034,U4195,Skrill,withdrawal,4881.95,USD,success,,android,KE,DEV75855,192.168.18.170,28/01/2025 01:22:00
TRX003035,U2091,Skrill,deposit,1837.34,KES,success,,ios,KE,DEV54652,192.168.131.216,01/02/2025 03:15:00
TRX003036,U3633,MPesa,deposit,11679.44,KES,success,,web,NG,DEV76389,192.168.211.71,17/01/2025 22:29:00
TRX003037,U2830,PayPal,deposit,7252.84,KES,failed,provider_error,ios,NG,DEV23493,192.168.235.38,14/02/2025 15:26:00
TRX003038,U1629,Skrill,withdrawal,12363.32,KES,success,,android,TZ,DEV29445,192.168.201.46,13/02/2025 20:57:00
TRX003039,U1003,MPesa,withdrawal,5515.06,KES,failed,timeout,web,TZ,DEV32285,192.168.196.188,01/02/2025 01:08:00
TRX003040,U2495,PayPal,withdrawal,10234.24,KES,success,,web,NG,DEV94179,192.168.19.92,25/01/2025 02:46:00
TRX003041,U1741,Card,deposit,9894.5,USD,success,,android,KE,DEV63636,192.168.19.22,19/01/2025 06:25:00
TRX003042,U3728,AirtelMoney,withdrawal,10934.41,KES,success,,web,KE,DEV55567,192.168.13.40,07/01/2025 20:40:00
TRX003043,U1876,AirtelMoney,deposit,7603.83,KES,failed,timeout,web,NG,DEV64130,192.168.72.12,02/01/2025 16:32:00
TRX003044,U2336,MPesa,deposit,8392.42,USD,failed,timeout,ios,NG,DEV26449,192.168.146.9,22/02/2025 15:21:00
TRX003045,U4320,MPesa,deposit,10047.87,USD,success,,android,TZ,DEV22988,192.168.140.42,26/01/2025 02:12:00
TRX003046,U3432,MPesa,withdrawal,13871.91,KES,success,,ios,KE,DEV42337,192.168.18.196,08/02/2025 23:17:00
TRX003047,U1690,MPesa,deposit,12482.16,KES,success,,ios,NG,DEV65705,192.168.190.235,28/02/2025 15:51:00
TRX003048,U4122,MPesa,deposit,12451.95,KES,success,,web,NG,DEV79027,192.168.238.187,03/01/2025 23:46:00
TRX003049,U1254,MPesa,deposit,1853.08,EUR,success,,web,TZ,DEV10313,192.168.37.182,28/01/2025 18:03:00
TRX003050,U1171,AirtelMoney,deposit,1204.39,USD,success,,ios,KE,DEV87832,192.168.62.40,12/01/2025 17:17:00
TRX003051,U4000,MPesa,withdrawal,2645.57,EUR,success,,web,TZ,DEV87841,192.168.150.238,31/01/2025 11:02:00
TRX003052,U2895,AirtelMoney,deposit,12262.66,USD,success,,android,TZ,DEV36319,192.168.207.126,07/01/2025 09:47:00
TRX003053,U4143,PayPal,deposit,10625.61,USD,failed,timeout,ios,KE,DEV26114,192.168.77.171,24/01/2025 20:56:00
TRX003054,U3730,Card,deposit,14568.14,EUR,success,,web,TZ,DEV87360,192.168.36.233,16/01/2025 06:04:00
TRX003055,U4749,MPesa,deposit,4508.17,EUR,success,,web,NG,DEV11939,192.168.41.131,04/02/2025 07:52:00
TRX003056,U3195,MPesa,deposit,9364.82,KES,success,,web,UG,DEV45832,192.168.17.9,23/02/2025 02:47:00
TRX003057,U3071,Skrill,deposit,5957.59,KES,success,,android,UG,DEV92515,192.168.31.100,26/01/2025 20:17:00
TRX003058,U4991,MPesa,withdrawal,14733.89,EUR,failed,fraud_suspected,web,KE,DEV22629,192.168.101.157,20/02/2025 06:34:00
TRX003059,U2360,AirtelMoney,deposit,2756.33,USD,success,,web,NG,DEV45515,192.168.134.91,26/02/2025 15:59:00
TRX003060,U1877,PayPal,deposit,12756.12,EUR,success,,ios,UG,DEV39971,192.168.164.164,27/02/2025 17:06:00
TRX003061,U1897,Card,withdrawal,1135.39,KES,failed,timeout,ios,UG,DEV58326,192.168.175.51,08/01/2025 04:23:00
TRX003062,U1803,AirtelMoney,deposit,13050.52,KES,success,,android,KE,DEV96735,192.168.178.176,07/01/2025 05:35:00
TRX003063,U2931,PayPal,deposit,13684.17,KES,success,,android,KE,DEV37284,192.168.69.226,04/01/2025 19:30:00
TRX003064,U1389,MPesa,withdrawal,1758.82,USD,success,,android,KE,DEV23565,192.168.12.32,29/01/2025 05:52:00
TRX003065,U2766,AirtelMoney,deposit,6373.58,KES,success,,android,NG,DEV47508,192.168.187.42,09/02/2025 11:00:00
TRX003066,U4647,Card,withdrawal,2823.96,KES,success,,android,TZ,DEV82982,192.168.101.88,02/01/2025 02:51:00
TRX003067,U1689,MPesa,deposit,5872.75,KES,failed,timeout,ios,UG,DEV50961,192.168.205.45,07/01/2025 07:55:00
TRX003068,U4412,Card,deposit,3285.74,USD,success,,web,KE,DEV79404,192.168.132.201,14/02/2025 13:20:00
TRX003069,U2817,Card,deposit,2386.99,KES,failed,insufficient_funds,android,KE,DEV91477,192.168.148.142,26/01/2025 23:47:00
TRX003070,U1462,Skrill,withdrawal,2775.71,USD,failed,insufficient_funds,android,NG,DEV71256,192.168.21.139,09/01/2025 22:35:00
TRX003071,U1891,AirtelMoney,deposit,13364.3,KES,success,,android,UG,DEV94697,192.168.42.196,15/02/2025 20:59:00
TRX003072,U4245,PayPal,deposit,9914.17,KES,success,,web,KE,DEV79120,192.168.213.162,18/02/2025 19:03:00
TRX003073,U4477,Card,deposit,4458.08,EUR,failed,timeout,ios,KE,DEV31119,192.168.7.119,03/02/2025 02:55:00
TRX003074,U4542,Card,deposit,5714,USD,success,,web,KE,DEV46110,192.168.246.183,24/02/2025 04:27:00
TRX003075,U1438,Card,deposit,767.23,EUR,success,,ios,KE,DEV41553,192.168.239.128,04/02/2025 08:42:00
TRX003076,U1136,Card,deposit,6025.63,KES,success,,web,KE,DEV28713,192.168.37.23,14/02/2025 07:25:00
TRX003077,U3905,MPesa,withdrawal,10850.52,EUR,failed,fraud_suspected,android,KE,DEV49264,192.168.107.208,02/02/2025 12:42:00
TRX003078,U4353,AirtelMoney,deposit,7590.08,USD,success,,ios,UG,DEV16444,192.168.180.244,11/01/2025 05:56:00
TRX003079,U2799,Skrill,deposit,7089.91,EUR,success,,android,KE,DEV36956,192.168.243.155,01/01/2025 22:35:00
TRX003080,U1808,MPesa,deposit,1578.49,KES,success,,web,KE,DEV50855,192.168.191.167,25/02/2025 07:27:00
TRX003081,U3089,Skrill,deposit,4379.72,KES,success,,web,KE,DEV26945,192.168.138.185,01/01/2025 08:03:00
TRX003082,U2545,Card,deposit,2939.67,KES,success,,web,UG,DEV90117,192.168.52.183,27/02/2025 04:40:00
TRX003083,U2921,AirtelMoney,withdrawal,14329.52,KES,success,,android,KE,DEV75135,192.168.135.127,06/01/2025 12:41:00
TRX003084,U4354,Skrill,deposit,11621.85,KES,failed,timeout,android,KE,DEV13038,192.168.193.211,14/01/2025 09:55:00
TRX003085,U4119,Card,deposit,428.12,KES,success,,android,UG,DEV14006,192.168.248.128,09/01/2025 00:52:00
TRX003086,U4900,AirtelMoney,deposit,6324.73,KES,success,,android,KE,DEV34802,192.168.27.138,19/02/2025 06:32:00
TRX003087,U1768,PayPal,withdrawal,4364.69,USD,success,,web,UG,DEV53192,192.168.175.230,07/01/2025 22:42:00
TRX003088,U3772,MPesa,deposit,284.32,USD,success,,android,NG,DEV51614,192.168.210.255,30/01/2025 07:37:00
TRX003089,U4541,PayPal,deposit,11419.99,KES,success,,android,UG,DEV12995,192.168.195.147,26/01/2025 01:44:00
TRX003090,U4180,PayPal,withdrawal,5259.13,USD,success,,web,NG,DEV10716,192.168.22.169,17/01/2025 04:41:00
